source program: DIGISIM WINDOWS
program version: 3.05
file type: CV

experimental parameters:
Estart (V): 1.000
Eswitch (V): -0.800
Eend (V): 1.000
v (V/s): 5.000e-002
temperature (K): 298.2
Ru (Ohms): 0
Cdl (F): 0
cycles: 1

experimental CV curve:
number of E(V), I(A) couples: 3600
-0.092, -2.992e-006
-0.093, -3.010e-006
-0.094, -3.031e-006
-0.095, -3.040e-006
-0.096, -3.065e-006
-0.097, -3.098e-006
-0.098, -3.109e-006
-0.099, -3.129e-006
-0.100, -3.157e-006
-0.101, -3.178e-006
-0.102, -3.227e-006
-0.103, -3.263e-006
-0.104, -3.256e-006
-0.105, -3.269e-006
-0.106, -3.294e-006
-0.107, -3.316e-006
-0.108, -3.325e-006
-0.109, -3.354e-006
-0.110, -3.377e-006
-0.111, -3.401e-006
-0.112, -3.427e-006
-0.113, -3.439e-006
-0.114, -3.465e-006
-0.115, -3.484e-006
-0.116, -3.502e-006
-0.117, -3.526e-006
-0.118, -3.562e-006
-0.119, -3.570e-006
-0.120, -3.586e-006
-0.121, -3.620e-006
-0.122, -3.633e-006
-0.123, -3.648e-006
-0.124, -3.678e-006
-0.125, -3.697e-006
-0.126, -3.719e-006
-0.127, -3.733e-006
-0.128, -3.777e-006
-0.129, -3.786e-006
-0.130, -3.796e-006
-0.131, -3.817e-006
-0.132, -3.849e-006
-0.133, -3.860e-006
-0.134, -3.882e-006
-0.135, -3.896e-006
-0.136, -3.908e-006
-0.137, -3.941e-006
-0.138, -3.959e-006
-0.139, -3.978e-006
-0.140, -3.992e-006
-0.141, -3.990e-006
-0.142, -4.033e-006
-0.143, -4.044e-006
-0.144, -4.069e-006
-0.145, -4.087e-006
-0.146, -4.093e-006
-0.147, -4.107e-006
-0.148, -4.136e-006
-0.149, -4.156e-006
-0.150, -4.174e-006
-0.151, -4.187e-006
-0.152, -4.217e-006
-0.153, -4.229e-006
-0.154, -4.254e-006
-0.155, -4.265e-006
-0.156, -4.281e-006
-0.157, -4.287e-006
-0.158, -4.308e-006
-0.159, -4.321e-006
-0.160, -4.334e-006
-0.161, -4.351e-006
-0.162, -4.360e-006
-0.163, -4.384e-006
-0.164, -4.395e-006
-0.165, -4.410e-006
-0.166, -4.420e-006
-0.167, -4.427e-006
-0.168, -4.445e-006
-0.169, -4.455e-006
-0.170, -4.479e-006
-0.171, -4.487e-006
-0.172, -4.503e-006
-0.173, -4.502e-006
-0.174, -4.527e-006
-0.175, -4.536e-006
-0.176, -4.556e-006
-0.177, -4.558e-006
-0.178, -4.575e-006
-0.179, -4.602e-006
-0.180, -4.606e-006
-0.181, -4.602e-006
-0.182, -4.616e-006
-0.183, -4.629e-006
-0.184, -4.632e-006
-0.185, -4.652e-006
-0.186, -4.652e-006
-0.187, -4.661e-006
-0.188, -4.655e-006
-0.189, -4.678e-006
-0.190, -4.694e-006
-0.191, -4.693e-006
-0.192, -4.700e-006
-0.193, -4.707e-006
-0.194, -4.712e-006
-0.195, -4.727e-006
-0.196, -4.730e-006
-0.197, -4.732e-006
-0.198, -4.746e-006
-0.199, -4.737e-006
-0.200, -4.750e-006
-0.201, -4.766e-006
-0.202, -4.766e-006
-0.203, -4.770e-006
-0.204, -4.780e-006
-0.205, -4.845e-006
-0.206, -4.804e-006
-0.207, -4.798e-006
-0.208, -4.795e-006
-0.209, -4.808e-006
-0.210, -4.810e-006
-0.211, -4.809e-006
-0.212, -4.810e-006
-0.213, -4.812e-006
-0.214, -4.829e-006
-0.215, -4.816e-006
-0.216, -4.814e-006
-0.217, -4.825e-006
-0.218, -4.802e-006
-0.219, -4.821e-006
-0.220, -4.830e-006
-0.221, -4.832e-006
-0.222, -4.826e-006
-0.223, -4.840e-006
-0.224, -4.832e-006
-0.225, -4.836e-006
-0.226, -4.838e-006
-0.227, -4.830e-006
-0.228, -4.837e-006
-0.229, -4.830e-006
-0.230, -4.843e-006
-0.231, -4.863e-006
-0.232, -4.840e-006
-0.233, -4.833e-006
-0.234, -4.838e-006
-0.235, -4.846e-006
-0.236, -4.835e-006
-0.237, -4.825e-006
-0.238, -4.837e-006
-0.239, -4.834e-006
-0.240, -4.836e-006
-0.241, -4.843e-006
-0.242, -4.831e-006
-0.243, -4.816e-006
-0.244, -4.821e-006
-0.245, -4.819e-006
-0.246, -4.820e-006
-0.247, -4.821e-006
-0.248, -4.817e-006
-0.249, -4.822e-006
-0.250, -4.809e-006
-0.251, -4.811e-006
-0.252, -4.807e-006
-0.253, -4.812e-006
-0.254, -4.809e-006
-0.255, -4.807e-006
-0.256, -4.822e-006
-0.257, -4.804e-006
-0.258, -4.800e-006
-0.259, -4.797e-006
-0.260, -4.801e-006
-0.261, -4.783e-006
-0.262, -4.781e-006
-0.263, -4.770e-006
-0.264, -4.783e-006
-0.265, -4.776e-006
-0.266, -4.766e-006
-0.267, -4.775e-006
-0.268, -4.769e-006
-0.269, -4.738e-006
-0.270, -4.762e-006
-0.271, -4.758e-006
-0.272, -4.749e-006
-0.273, -4.747e-006
-0.274, -4.754e-006
-0.275, -4.754e-006
-0.276, -4.734e-006
-0.277, -4.723e-006
-0.278, -4.733e-006
-0.279, -4.736e-006
-0.280, -4.716e-006
-0.281, -4.742e-006
-0.282, -4.747e-006
-0.283, -4.718e-006
-0.284, -4.715e-006
-0.285, -4.711e-006
-0.286, -4.708e-006
-0.287, -4.704e-006
-0.288, -4.681e-006
-0.289, -4.686e-006
-0.290, -4.687e-006
-0.291, -4.685e-006
-0.292, -4.687e-006
-0.293, -4.676e-006
-0.294, -4.676e-006
-0.295, -4.668e-006
-0.296, -4.658e-006
-0.297, -4.661e-006
-0.298, -4.660e-006
-0.299, -4.651e-006
-0.300, -4.668e-006
-0.301, -4.644e-006
-0.302, -4.635e-006
-0.303, -4.639e-006
-0.304, -4.640e-006
-0.305, -4.640e-006
-0.306, -4.639e-006
-0.307, -4.663e-006
-0.308, -4.656e-006
-0.309, -4.620e-006
-0.310, -4.627e-006
-0.311, -4.626e-006
-0.312, -4.610e-006
-0.313, -4.607e-006
-0.314, -4.604e-006
-0.315, -4.612e-006
-0.316, -4.593e-006
-0.317, -4.600e-006
-0.318, -4.597e-006
-0.319, -4.581e-006
-0.320, -4.576e-006
-0.321, -4.583e-006
-0.322, -4.578e-006
-0.323, -4.584e-006
-0.324, -4.579e-006
-0.325, -4.566e-006
-0.326, -4.564e-006
-0.327, -4.565e-006
-0.328, -4.555e-006
-0.329, -4.566e-006
-0.330, -4.574e-006
-0.331, -4.546e-006
-0.332, -4.542e-006
-0.333, -4.575e-006
-0.334, -4.554e-006
-0.335, -4.543e-006
-0.336, -4.542e-006
-0.337, -4.534e-006
-0.338, -4.539e-006
-0.339, -4.531e-006
-0.340, -4.531e-006
-0.341, -4.519e-006
-0.342, -4.528e-006
-0.343, -4.525e-006
-0.344, -4.508e-006
-0.345, -4.517e-006
-0.346, -4.482e-006
-0.347, -4.513e-006
-0.348, -4.503e-006
-0.349, -4.503e-006
-0.350, -4.502e-006
-0.351, -4.497e-006
-0.352, -4.491e-006
-0.353, -4.491e-006
-0.354, -4.477e-006
-0.355, -4.494e-006
-0.356, -4.506e-006
-0.357, -4.472e-006
-0.358, -4.492e-006
-0.359, -4.489e-006
-0.360, -4.471e-006
-0.361, -4.477e-006
-0.362, -4.480e-006
-0.363, -4.466e-006
-0.364, -4.473e-006
-0.365, -4.461e-006
-0.366, -4.464e-006
-0.367, -4.451e-006
-0.368, -4.462e-006
-0.369, -4.466e-006
-0.370, -4.455e-006
-0.371, -4.442e-006
-0.372, -4.446e-006
-0.373, -4.449e-006
-0.374, -4.455e-006
-0.375, -4.437e-006
-0.376, -4.434e-006
-0.377, -4.444e-006
-0.378, -4.429e-006
-0.379, -4.438e-006
-0.380, -4.430e-006
-0.381, -4.440e-006
-0.382, -4.425e-006
-0.383, -4.434e-006
-0.384, -4.449e-006
-0.385, -4.440e-006
-0.386, -4.424e-006
-0.387, -4.422e-006
-0.388, -4.424e-006
-0.389, -4.416e-006
-0.390, -4.411e-006
-0.391, -4.407e-006
-0.392, -4.407e-006
-0.393, -4.409e-006
-0.394, -4.409e-006
-0.395, -4.411e-006
-0.396, -4.405e-006
-0.397, -4.380e-006
-0.398, -4.405e-006
-0.399, -4.403e-006
-0.400, -4.393e-006
-0.401, -4.389e-006
-0.402, -4.400e-006
-0.403, -4.391e-006
-0.404, -4.383e-006
-0.405, -4.389e-006
-0.406, -4.391e-006
-0.407, -4.397e-006
-0.408, -4.385e-006
-0.409, -4.368e-006
-0.410, -4.292e-006
-0.411, -4.362e-006
-0.412, -4.364e-006
-0.413, -4.378e-006
-0.414, -4.390e-006
-0.415, -4.369e-006
-0.416, -4.365e-006
-0.417, -4.381e-006
-0.418, -4.363e-006
-0.419, -4.375e-006
-0.420, -4.367e-006
-0.421, -4.362e-006
-0.422, -4.365e-006
-0.423, -4.356e-006
-0.424, -4.364e-006
-0.425, -4.376e-006
-0.426, -4.363e-006
-0.427, -4.362e-006
-0.428, -4.363e-006
-0.429, -4.358e-006
-0.430, -4.363e-006
-0.431, -4.366e-006
-0.432, -4.360e-006
-0.433, -4.370e-006
-0.434, -4.351e-006
-0.435, -4.377e-006
-0.436, -4.362e-006
-0.437, -4.355e-006
-0.438, -4.372e-006
-0.439, -4.371e-006
-0.440, -4.359e-006
-0.441, -4.360e-006
-0.442, -4.345e-006
-0.443, -4.353e-006
-0.444, -4.356e-006
-0.445, -4.365e-006
-0.446, -4.349e-006
-0.447, -4.359e-006
-0.448, -4.335e-006
-0.449, -4.339e-006
-0.450, -4.356e-006
-0.451, -4.347e-006
-0.452, -4.360e-006
-0.453, -4.341e-006
-0.454, -4.354e-006
-0.455, -4.349e-006
-0.456, -4.348e-006
-0.457, -4.354e-006
-0.458, -4.359e-006
-0.459, -4.340e-006
-0.460, -4.358e-006
-0.461, -4.367e-006
-0.462, -4.364e-006
-0.463, -4.343e-006
-0.464, -4.362e-006
-0.465, -4.371e-006
-0.466, -4.357e-006
-0.467, -4.338e-006
-0.468, -4.353e-006
-0.469, -4.338e-006
-0.470, -4.340e-006
-0.471, -4.355e-006
-0.472, -4.360e-006
-0.473, -4.353e-006
-0.474, -4.338e-006
-0.475, -4.360e-006
-0.476, -4.358e-006
-0.477, -4.359e-006
-0.478, -4.361e-006
-0.479, -4.358e-006
-0.480, -4.350e-006
-0.481, -4.368e-006
-0.482, -4.349e-006
-0.483, -4.378e-006
-0.484, -4.359e-006
-0.485, -4.367e-006
-0.486, -4.385e-006
-0.487, -4.383e-006
-0.488, -4.357e-006
-0.489, -4.367e-006
-0.490, -4.370e-006
-0.491, -4.364e-006
-0.492, -4.368e-006
-0.493, -4.365e-006
-0.494, -4.371e-006
-0.495, -4.363e-006
-0.496, -4.374e-006
-0.497, -4.387e-006
-0.498, -4.374e-006
-0.499, -4.359e-006
-0.500, -4.367e-006
-0.501, -4.379e-006
-0.502, -4.388e-006
-0.503, -4.379e-006
-0.504, -4.372e-006
-0.505, -4.397e-006
-0.506, -4.375e-006
-0.507, -4.376e-006
-0.508, -4.394e-006
-0.509, -4.389e-006
-0.510, -4.388e-006
-0.511, -4.382e-006
-0.512, -4.460e-006
-0.513, -4.419e-006
-0.514, -4.383e-006
-0.515, -4.415e-006
-0.516, -4.411e-006
-0.517, -4.393e-006
-0.518, -4.394e-006
-0.519, -4.398e-006
-0.520, -4.404e-006
-0.521, -4.410e-006
-0.522, -4.420e-006
-0.523, -4.403e-006
-0.524, -4.413e-006
-0.525, -4.397e-006
-0.526, -4.408e-006
-0.527, -4.424e-006
-0.528, -4.421e-006
-0.529, -4.422e-006
-0.530, -4.423e-006
-0.531, -4.424e-006
-0.532, -4.418e-006
-0.533, -4.421e-006
-0.534, -4.445e-006
-0.535, -4.442e-006
-0.536, -4.438e-006
-0.537, -4.442e-006
-0.538, -4.466e-006
-0.539, -4.435e-006
-0.540, -4.445e-006
-0.541, -4.453e-006
-0.542, -4.458e-006
-0.543, -4.443e-006
-0.544, -4.440e-006
-0.545, -4.460e-006
-0.546, -4.460e-006
-0.547, -4.460e-006
-0.548, -4.471e-006
-0.549, -4.465e-006
-0.550, -4.474e-006
-0.551, -4.464e-006
-0.552, -4.475e-006
-0.553, -4.470e-006
-0.554, -4.488e-006
-0.555, -4.479e-006
-0.556, -4.488e-006
-0.557, -4.482e-006
-0.558, -4.492e-006
-0.559, -4.498e-006
-0.560, -4.499e-006
-0.561, -4.494e-006
-0.562, -4.507e-006
-0.563, -4.529e-006
-0.564, -4.519e-006
-0.565, -4.529e-006
-0.566, -4.517e-006
-0.567, -4.524e-006
-0.568, -4.526e-006
-0.569, -4.521e-006
-0.570, -4.528e-006
-0.571, -4.531e-006
-0.572, -4.541e-006
-0.573, -4.552e-006
-0.574, -4.536e-006
-0.575, -4.548e-006
-0.576, -4.536e-006
-0.577, -4.567e-006
-0.578, -4.554e-006
-0.579, -4.559e-006
-0.580, -4.570e-006
-0.581, -4.580e-006
-0.582, -4.580e-006
-0.583, -4.574e-006
-0.584, -4.569e-006
-0.585, -4.598e-006
-0.586, -4.594e-006
-0.587, -4.591e-006
-0.588, -4.597e-006
-0.589, -4.635e-006
-0.590, -4.619e-006
-0.591, -4.605e-006
-0.592, -4.619e-006
-0.593, -4.625e-006
-0.594, -4.628e-006
-0.595, -4.625e-006
-0.596, -4.637e-006
-0.597, -4.640e-006
-0.598, -4.661e-006
-0.599, -4.654e-006
-0.600, -4.642e-006
-0.601, -4.649e-006
-0.602, -4.648e-006
-0.603, -4.665e-006
-0.604, -4.678e-006
-0.605, -4.676e-006
-0.606, -4.685e-006
-0.607, -4.680e-006
-0.608, -4.685e-006
-0.609, -4.699e-006
-0.610, -4.707e-006
-0.611, -4.717e-006
-0.612, -4.711e-006
-0.613, -4.704e-006
-0.614, -4.765e-006
-0.615, -4.787e-006
-0.616, -4.731e-006
-0.617, -4.744e-006
-0.618, -4.748e-006
-0.619, -4.754e-006
-0.620, -4.759e-006
-0.621, -4.754e-006
-0.622, -4.771e-006
-0.623, -4.778e-006
-0.624, -4.781e-006
-0.625, -4.811e-006
-0.626, -4.793e-006
-0.627, -4.803e-006
-0.628, -4.790e-006
-0.629, -4.804e-006
-0.630, -4.833e-006
-0.631, -4.840e-006
-0.632, -4.834e-006
-0.633, -4.854e-006
-0.634, -4.839e-006
-0.635, -4.848e-006
-0.636, -4.872e-006
-0.637, -4.882e-006
-0.638, -4.880e-006
-0.639, -4.879e-006
-0.640, -4.916e-006
-0.641, -4.915e-006
-0.642, -4.904e-006
-0.643, -4.924e-006
-0.644, -4.935e-006
-0.645, -4.935e-006
-0.646, -4.935e-006
-0.647, -4.946e-006
-0.648, -4.963e-006
-0.649, -4.971e-006
-0.650, -4.977e-006
-0.651, -4.979e-006
-0.652, -5.007e-006
-0.653, -4.981e-006
-0.654, -5.003e-006
-0.655, -5.006e-006
-0.656, -5.023e-006
-0.657, -5.028e-006
-0.658, -5.042e-006
-0.659, -5.052e-006
-0.660, -5.052e-006
-0.661, -5.065e-006
-0.662, -5.092e-006
-0.663, -5.097e-006
-0.664, -5.086e-006
-0.665, -5.110e-006
-0.666, -5.146e-006
-0.667, -5.118e-006
-0.668, -5.148e-006
-0.669, -5.142e-006
-0.670, -5.176e-006
-0.671, -5.162e-006
-0.672, -5.175e-006
-0.673, -5.185e-006
-0.674, -5.188e-006
-0.675, -5.218e-006
-0.676, -5.229e-006
-0.677, -5.227e-006
-0.678, -5.243e-006
-0.679, -5.237e-006
-0.680, -5.262e-006
-0.681, -5.279e-006
-0.682, -5.290e-006
-0.683, -5.297e-006
-0.684, -5.311e-006
-0.685, -5.314e-006
-0.686, -5.335e-006
-0.687, -5.345e-006
-0.688, -5.376e-006
-0.689, -5.380e-006
-0.690, -5.380e-006
-0.691, -5.423e-006
-0.692, -5.430e-006
-0.693, -5.424e-006
-0.694, -5.447e-006
-0.695, -5.460e-006
-0.696, -5.450e-006
-0.697, -5.468e-006
-0.698, -5.481e-006
-0.699, -5.504e-006
-0.700, -5.508e-006
-0.701, -5.525e-006
-0.702, -5.549e-006
-0.703, -5.559e-006
-0.704, -5.557e-006
-0.705, -5.594e-006
-0.706, -5.597e-006
-0.707, -5.608e-006
-0.708, -5.639e-006
-0.709, -5.644e-006
-0.710, -5.655e-006
-0.711, -5.669e-006
-0.712, -5.690e-006
-0.713, -5.714e-006
-0.714, -5.713e-006
-0.715, -5.730e-006
-0.716, -5.753e-006
-0.717, -5.836e-006
-0.718, -5.807e-006
-0.719, -5.802e-006
-0.720, -5.825e-006
-0.721, -5.844e-006
-0.722, -5.844e-006
-0.723, -5.857e-006
-0.724, -5.870e-006
-0.725, -5.892e-006
-0.726, -5.919e-006
-0.727, -5.946e-006
-0.728, -5.943e-006
-0.729, -5.978e-006
-0.730, -5.977e-006
-0.731, -5.992e-006
-0.732, -6.012e-006
-0.733, -6.035e-006
-0.734, -6.046e-006
-0.735, -6.080e-006
-0.736, -6.083e-006
-0.737, -6.119e-006
-0.738, -6.118e-006
-0.739, -6.157e-006
-0.740, -6.165e-006
-0.741, -6.173e-006
-0.742, -6.207e-006
-0.743, -6.242e-006
-0.744, -6.248e-006
-0.745, -6.264e-006
-0.746, -6.282e-006
-0.747, -6.285e-006
-0.748, -6.331e-006
-0.749, -6.327e-006
-0.750, -6.346e-006
-0.751, -6.374e-006
-0.752, -6.402e-006
-0.753, -6.417e-006
-0.754, -6.440e-006
-0.755, -6.442e-006
-0.756, -6.468e-006
-0.757, -6.497e-006
-0.758, -6.524e-006
-0.759, -6.543e-006
-0.760, -6.572e-006
-0.761, -6.589e-006
-0.762, -6.579e-006
-0.763, -6.621e-006
-0.764, -6.652e-006
-0.765, -6.681e-006
-0.766, -6.715e-006
-0.767, -6.728e-006
-0.768, -6.752e-006
-0.769, -6.784e-006
-0.770, -6.797e-006
-0.771, -6.821e-006
-0.772, -6.849e-006
-0.773, -6.863e-006
-0.774, -6.892e-006
-0.775, -6.905e-006
-0.776, -6.940e-006
-0.777, -6.959e-006
-0.778, -6.994e-006
-0.779, -7.017e-006
-0.780, -7.040e-006
-0.781, -7.054e-006
-0.782, -7.073e-006
-0.783, -7.115e-006
-0.784, -7.149e-006
-0.785, -7.171e-006
-0.786, -7.205e-006
-0.787, -7.218e-006
-0.788, -7.259e-006
-0.789, -7.264e-006
-0.790, -7.306e-006
-0.791, -7.357e-006
-0.792, -7.378e-006
-0.793, -7.414e-006
-0.794, -7.466e-006
-0.795, -7.476e-006
-0.796, -7.500e-006
-0.797, -7.522e-006
-0.798, -7.567e-006
-0.799, -7.598e-006
-0.800, -6.617e-006
-0.799, -3.665e-006
-0.798, -2.808e-006
-0.797, -2.492e-006
-0.796, -2.260e-006
-0.795, -2.083e-006
-0.794, -1.922e-006
-0.793, -1.788e-006
-0.792, -1.670e-006
-0.791, -1.562e-006
-0.790, -1.455e-006
-0.789, -1.381e-006
-0.788, -1.291e-006
-0.787, -1.220e-006
-0.786, -1.134e-006
-0.785, -1.076e-006
-0.784, -9.984e-007
-0.783, -9.367e-007
-0.782, -8.844e-007
-0.781, -8.211e-007
-0.780, -7.784e-007
-0.779, -7.094e-007
-0.778, -6.774e-007
-0.777, -6.170e-007
-0.776, -5.818e-007
-0.775, -5.346e-007
-0.774, -5.189e-007
-0.773, -4.619e-007
-0.772, -4.214e-007
-0.771, -3.710e-007
-0.770, -3.440e-007
-0.769, -3.212e-007
-0.768, -2.630e-007
-0.767, -2.303e-007
-0.766, -2.204e-007
-0.765, -1.921e-007
-0.764, -1.577e-007
-0.763, -1.378e-007
-0.762, -1.086e-007
-0.761, -8.574e-008
-0.760, -5.851e-008
-0.759, -3.344e-008
-0.758, -1.414e-008
-0.757, +5.740e-009
-0.756, +3.316e-008
-0.755, +3.767e-008
-0.754, +7.205e-008
-0.753, +8.743e-008
-0.752, +1.249e-007
-0.751, +1.386e-007
-0.750, +1.497e-007
-0.749, +1.665e-007
-0.748, +1.777e-007
-0.747, +2.036e-007
-0.746, +2.189e-007
-0.745, +2.474e-007
-0.744, +2.531e-007
-0.743, +2.761e-007
-0.742, +3.206e-007
-0.741, +3.102e-007
-0.740, +3.094e-007
-0.739, +3.225e-007
-0.738, +3.494e-007
-0.737, +3.583e-007
-0.736, +3.635e-007
-0.735, +3.733e-007
-0.734, +3.872e-007
-0.733, +4.132e-007
-0.732, +4.209e-007
-0.731, +4.212e-007
-0.730, +4.395e-007
-0.729, +4.392e-007
-0.728, +4.580e-007
-0.727, +4.895e-007
-0.726, +4.796e-007
-0.725, +4.967e-007
-0.724, +5.038e-007
-0.723, +5.115e-007
-0.722, +5.246e-007
-0.721, +5.308e-007
-0.720, +5.493e-007
-0.719, +5.650e-007
-0.718, +5.715e-007
-0.717, +6.088e-007
-0.716, +6.180e-007
-0.715, +5.964e-007
-0.714, +6.014e-007
-0.713, +6.210e-007
-0.712, +6.180e-007
-0.711, +6.246e-007
-0.710, +6.183e-007
-0.709, +6.414e-007
-0.708, +6.424e-007
-0.707, +6.679e-007
-0.706, +6.719e-007
-0.705, +6.691e-007
-0.704, +6.613e-007
-0.703, +6.807e-007
-0.702, +6.854e-007
-0.701, +6.899e-007
-0.700, +7.123e-007
-0.699, +7.208e-007
-0.698, +7.054e-007
-0.697, +7.145e-007
-0.696, +7.229e-007
-0.695, +7.321e-007
-0.694, +7.513e-007
-0.693, +7.473e-007
-0.692, +7.490e-007
-0.691, +7.802e-007
-0.690, +7.709e-007
-0.689, +7.681e-007
-0.688, +7.720e-007
-0.687, +7.882e-007
-0.686, +7.835e-007
-0.685, +7.944e-007
-0.684, +7.862e-007
-0.683, +8.023e-007
-0.682, +8.168e-007
-0.681, +8.152e-007
-0.680, +8.203e-007
-0.679, +8.198e-007
-0.678, +8.015e-007
-0.677, +8.281e-007
-0.676, +8.385e-007
-0.675, +8.414e-007
-0.674, +8.422e-007
-0.673, +8.528e-007
-0.672, +8.479e-007
-0.671, +8.437e-007
-0.670, +8.546e-007
-0.669, +8.652e-007
-0.668, +8.712e-007
-0.667, +8.740e-007
-0.666, +8.864e-007
-0.665, +8.966e-007
-0.664, +8.813e-007
-0.663, +8.809e-007
-0.662, +8.950e-007
-0.661, +9.010e-007
-0.660, +8.955e-007
-0.659, +8.863e-007
-0.658, +9.031e-007
-0.657, +9.078e-007
-0.656, +9.091e-007
-0.655, +9.212e-007
-0.654, +9.169e-007
-0.653, +9.071e-007
-0.652, +9.173e-007
-0.651, +9.160e-007
-0.650, +9.361e-007
-0.649, +9.402e-007
-0.648, +9.299e-007
-0.647, +9.449e-007
-0.646, +9.372e-007
-0.645, +9.412e-007
-0.644, +9.466e-007
-0.643, +9.521e-007
-0.642, +9.513e-007
-0.641, +9.652e-007
-0.640, +9.677e-007
-0.639, +9.757e-007
-0.638, +9.718e-007
-0.637, +9.700e-007
-0.636, +9.820e-007
-0.635, +9.607e-007
-0.634, +9.781e-007
-0.633, +9.732e-007
-0.632, +9.843e-007
-0.631, +9.733e-007
-0.630, +9.876e-007
-0.629, +9.885e-007
-0.628, +9.861e-007
-0.627, +9.698e-007
-0.626, +9.921e-007
-0.625, +1.002e-006
-0.624, +1.002e-006
-0.623, +1.007e-006
-0.622, +9.983e-007
-0.621, +9.981e-007
-0.620, +9.986e-007
-0.619, +1.008e-006
-0.618, +1.014e-006
-0.617, +1.023e-006
-0.616, +1.016e-006
-0.615, +1.025e-006
-0.614, +1.088e-006
-0.613, +1.023e-006
-0.612, +1.035e-006
-0.611, +1.021e-006
-0.610, +1.031e-006
-0.609, +1.041e-006
-0.608, +1.027e-006
-0.607, +1.024e-006
-0.606, +1.041e-006
-0.605, +1.042e-006
-0.604, +1.036e-006
-0.603, +1.043e-006
-0.602, +1.042e-006
-0.601, +1.033e-006
-0.600, +1.036e-006
-0.599, +1.049e-006
-0.598, +1.061e-006
-0.597, +1.055e-006
-0.596, +1.045e-006
-0.595, +1.039e-006
-0.594, +1.051e-006
-0.593, +1.059e-006
-0.592, +1.074e-006
-0.591, +1.066e-006
-0.590, +1.057e-006
-0.589, +1.077e-006
-0.588, +1.089e-006
-0.587, +1.065e-006
-0.586, +1.081e-006
-0.585, +1.084e-006
-0.584, +1.070e-006
-0.583, +1.076e-006
-0.582, +1.068e-006
-0.581, +1.074e-006
-0.580, +1.067e-006
-0.579, +1.083e-006
-0.578, +1.087e-006
-0.577, +1.082e-006
-0.576, +1.073e-006
-0.575, +1.090e-006
-0.574, +1.083e-006
-0.573, +1.099e-006
-0.572, +1.095e-006
-0.571, +1.091e-006
-0.570, +1.096e-006
-0.569, +1.094e-006
-0.568, +1.104e-006
-0.567, +1.099e-006
-0.566, +1.105e-006
-0.565, +1.105e-006
-0.564, +1.107e-006
-0.563, +1.130e-006
-0.562, +1.115e-006
-0.561, +1.110e-006
-0.560, +1.121e-006
-0.559, +1.111e-006
-0.558, +1.112e-006
-0.557, +1.116e-006
-0.556, +1.113e-006
-0.555, +1.107e-006
-0.554, +1.127e-006
-0.553, +1.125e-006
-0.552, +1.129e-006
-0.551, +1.124e-006
-0.550, +1.120e-006
-0.549, +1.111e-006
-0.548, +1.130e-006
-0.547, +1.125e-006
-0.546, +1.129e-006
-0.545, +1.126e-006
-0.544, +1.126e-006
-0.543, +1.128e-006
-0.542, +1.131e-006
-0.541, +1.137e-006
-0.540, +1.145e-006
-0.539, +1.130e-006
-0.538, +1.147e-006
-0.537, +1.167e-006
-0.536, +1.155e-006
-0.535, +1.148e-006
-0.534, +1.144e-006
-0.533, +1.146e-006
-0.532, +1.161e-006
-0.531, +1.140e-006
-0.530, +1.143e-006
-0.529, +1.152e-006
-0.528, +1.164e-006
-0.527, +1.166e-006
-0.526, +1.149e-006
-0.525, +1.154e-006
-0.524, +1.152e-006
-0.523, +1.149e-006
-0.522, +1.162e-006
-0.521, +1.160e-006
-0.520, +1.170e-006
-0.519, +1.170e-006
-0.518, +1.150e-006
-0.517, +1.170e-006
-0.516, +1.176e-006
-0.515, +1.173e-006
-0.514, +1.172e-006
-0.513, +1.174e-006
-0.512, +1.223e-006
-0.511, +1.206e-006
-0.510, +1.184e-006
-0.509, +1.190e-006
-0.508, +1.185e-006
-0.507, +1.180e-006
-0.506, +1.187e-006
-0.505, +1.176e-006
-0.504, +1.191e-006
-0.503, +1.195e-006
-0.502, +1.188e-006
-0.501, +1.189e-006
-0.500, +1.189e-006
-0.499, +1.170e-006
-0.498, +1.188e-006
-0.497, +1.204e-006
-0.496, +1.198e-006
-0.495, +1.192e-006
-0.494, +1.187e-006
-0.493, +1.200e-006
-0.492, +1.210e-006
-0.491, +1.194e-006
-0.490, +1.209e-006
-0.489, +1.209e-006
-0.488, +1.207e-006
-0.487, +1.215e-006
-0.486, +1.235e-006
-0.485, +1.217e-006
-0.484, +1.217e-006
-0.483, +1.219e-006
-0.482, +1.218e-006
-0.481, +1.219e-006
-0.480, +1.204e-006
-0.479, +1.217e-006
-0.478, +1.227e-006
-0.477, +1.224e-006
-0.476, +1.216e-006
-0.475, +1.225e-006
-0.474, +1.221e-006
-0.473, +1.214e-006
-0.472, +1.223e-006
-0.471, +1.234e-006
-0.470, +1.232e-006
-0.469, +1.221e-006
-0.468, +1.239e-006
-0.467, +1.230e-006
-0.466, +1.233e-006
-0.465, +1.234e-006
-0.464, +1.247e-006
-0.463, +1.241e-006
-0.462, +1.241e-006
-0.461, +1.262e-006
-0.460, +1.264e-006
-0.459, +1.248e-006
-0.458, +1.256e-006
-0.457, +1.246e-006
-0.456, +1.256e-006
-0.455, +1.250e-006
-0.454, +1.247e-006
-0.453, +1.262e-006
-0.452, +1.257e-006
-0.451, +1.259e-006
-0.450, +1.271e-006
-0.449, +1.263e-006
-0.448, +1.242e-006
-0.447, +1.267e-006
-0.446, +1.264e-006
-0.445, +1.269e-006
-0.444, +1.271e-006
