source program: DIGISIM WINDOWS
program version: 3.05
file type: CV

experimental parameters:
Estart (V): 1.000
Eswitch (V): -0.800
Eend (V): 1.000
v (V/s): 5.000e-002
temperature (K): 298.2
Ru (Ohms): 0
Cdl (F): 0
cycles: 1

experimental CV curve:
number of E(V), I(A) couples: 3600
-0.443, +1.267e-006
-0.442, +1.276e-006
-0.441, +1.264e-006
-0.440, +1.275e-006
-0.439, +1.272e-006
-0.438, +1.282e-006
-0.437, +1.276e-006
-0.436, +1.279e-006
-0.435, +1.301e-006
-0.434, +1.294e-006
-0.433, +1.282e-006
-0.432, +1.290e-006
-0.431, +1.289e-006
-0.430, +1.282e-006
-0.429, +1.279e-006
-0.428, +1.287e-006
-0.427, +1.290e-006
-0.426, +1.308e-006
-0.425, +1.284e-006
-0.424, +1.294e-006
-0.423, +1.286e-006
-0.422, +1.287e-006
-0.421, +1.310e-006
-0.420, +1.310e-006
-0.419, +1.306e-006
-0.418, +1.315e-006
-0.417, +1.304e-006
-0.416, +1.299e-006
-0.415, +1.310e-006
-0.414, +1.304e-006
-0.413, +1.312e-006
-0.412, +1.322e-006
-0.411, +1.313e-006
-0.410, +1.295e-006
-0.409, +1.244e-006
-0.408, +1.313e-006
-0.407, +1.329e-006
-0.406, +1.316e-006
-0.405, +1.327e-006
-0.404, +1.332e-006
-0.403, +1.320e-006
-0.402, +1.325e-006
-0.401, +1.330e-006
-0.400, +1.332e-006
-0.399, +1.337e-006
-0.398, +1.344e-006
-0.397, +1.337e-006
-0.396, +1.338e-006
-0.395, +1.331e-006
-0.394, +1.343e-006
-0.393, +1.354e-006
-0.392, +1.335e-006
-0.391, +1.351e-006
-0.390, +1.349e-006
-0.389, +1.346e-006
-0.388, +1.350e-006
-0.387, +1.339e-006
-0.386, +1.362e-006
-0.385, +1.364e-006
-0.384, +1.372e-006
-0.383, +1.371e-006
-0.382, +1.365e-006
-0.381, +1.364e-006
-0.380, +1.365e-006
-0.379, +1.368e-006
-0.378, +1.358e-006
-0.377, +1.350e-006
-0.376, +1.367e-006
-0.375, +1.373e-006
-0.374, +1.366e-006
-0.373, +1.383e-006
-0.372, +1.377e-006
-0.371, +1.362e-006
-0.370, +1.373e-006
-0.369, +1.371e-006
-0.368, +1.385e-006
-0.367, +1.383e-006
-0.366, +1.371e-006
-0.365, +1.379e-006
-0.364, +1.384e-006
-0.363, +1.389e-006
-0.362, +1.392e-006
-0.361, +1.383e-006
-0.360, +1.390e-006
-0.359, +1.411e-006
-0.358, +1.414e-006
-0.357, +1.400e-006
-0.356, +1.409e-006
-0.355, +1.391e-006
-0.354, +1.408e-006
-0.353, +1.401e-006
-0.352, +1.405e-006
-0.351, +1.405e-006
-0.350, +1.406e-006
-0.349, +1.411e-006
-0.348, +1.419e-006
-0.347, +1.412e-006
-0.346, +1.401e-006
-0.345, +1.405e-006
-0.344, +1.414e-006
-0.343, +1.419e-006
-0.342, +1.424e-006
-0.341, +1.426e-006
-0.340, +1.424e-006
-0.339, +1.418e-006
-0.338, +1.436e-006
-0.337, +1.418e-006
-0.336, +1.433e-006
-0.335, +1.449e-006
-0.334, +1.432e-006
-0.333, +1.442e-006
-0.332, +1.453e-006
-0.331, +1.436e-006
-0.330, +1.458e-006
-0.329, +1.439e-006
-0.328, +1.456e-006
-0.327, +1.454e-006
-0.326, +1.427e-006
-0.325, +1.445e-006
-0.324, +1.460e-006
-0.323, +1.446e-006
-0.322, +1.462e-006
-0.321, +1.447e-006
-0.320, +1.438e-006
-0.319, +1.464e-006
-0.318, +1.468e-006
-0.317, +1.467e-006
-0.316, +1.475e-006
-0.315, +1.457e-006
-0.314, +1.473e-006
-0.313, +1.470e-006
-0.312, +1.471e-006
-0.311, +1.471e-006
-0.310, +1.473e-006
-0.309, +1.487e-006
-0.308, +1.475e-006
-0.307, +1.529e-006
-0.306, +1.510e-006
-0.305, +1.489e-006
-0.304, +1.496e-006
-0.303, +1.498e-006
-0.302, +1.490e-006
-0.301, +1.499e-006
-0.300, +1.494e-006
-0.299, +1.502e-006
-0.298, +1.507e-006
-0.297, +1.500e-006
-0.296, +1.509e-006
-0.295, +1.521e-006
-0.294, +1.490e-006
-0.293, +1.514e-006
-0.292, +1.519e-006
-0.291, +1.513e-006
-0.290, +1.522e-006
-0.289, +1.521e-006
-0.288, +1.512e-006
-0.287, +1.525e-006
-0.286, +1.531e-006
-0.285, +1.533e-006
-0.284, +1.531e-006
-0.283, +1.530e-006
-0.282, +1.548e-006
-0.281, +1.563e-006
-0.280, +1.544e-006
-0.279, +1.547e-006
-0.278, +1.556e-006
-0.277, +1.565e-006
-0.276, +1.555e-006
-0.275, +1.545e-006
-0.274, +1.557e-006
-0.273, +1.559e-006
-0.272, +1.572e-006
-0.271, +1.575e-006
-0.270, +1.574e-006
-0.269, +1.576e-006
-0.268, +1.580e-006
-0.267, +1.573e-006
-0.266, +1.595e-006
-0.265, +1.592e-006
-0.264, +1.581e-006
-0.263, +1.597e-006
-0.262, +1.587e-006
-0.261, +1.615e-006
-0.260, +1.613e-006
-0.259, +1.610e-006
-0.258, +1.616e-006
-0.257, +1.618e-006
-0.256, +1.644e-006
-0.255, +1.634e-006
-0.254, +1.628e-006
-0.253, +1.640e-006
-0.252, +1.650e-006
-0.251, +1.640e-006
-0.250, +1.649e-006
-0.249, +1.649e-006
-0.248, +1.648e-006
-0.247, +1.669e-006
-0.246, +1.674e-006
-0.245, +1.662e-006
-0.244, +1.672e-006
-0.243, +1.668e-006
-0.242, +1.681e-006
-0.241, +1.694e-006
-0.240, +1.705e-006
-0.239, +1.712e-006
-0.238, +1.695e-006
-0.237, +1.697e-006
-0.236, +1.714e-006
-0.235, +1.723e-006
-0.234, +1.733e-006
-0.233, +1.738e-006
-0.232, +1.733e-006
-0.231, +1.756e-006
-0.230, +1.779e-006
-0.229, +1.772e-006
-0.228, +1.750e-006
-0.227, +1.780e-006
-0.226, +1.772e-006
-0.225, +1.776e-006
-0.224, +1.781e-006
-0.223, +1.793e-006
-0.222, +1.800e-006
-0.221, +1.810e-006
-0.220, +1.815e-006
-0.219, +1.822e-006
-0.218, +1.828e-006
-0.217, +1.824e-006
-0.216, +1.835e-006
-0.215, +1.861e-006
-0.214, +1.861e-006
-0.213, +1.859e-006
-0.212, +1.878e-006
-0.211, +1.874e-006
-0.210, +1.886e-006
-0.209, +1.899e-006
-0.208, +1.909e-006
-0.207, +1.922e-006
-0.206, +1.919e-006
-0.205, +1.961e-006
-0.204, +1.979e-006
-0.203, +1.958e-006
-0.202, +1.963e-006
-0.201, +1.971e-006
-0.200, +1.977e-006
-0.199, +1.988e-006
-0.198, +1.980e-006
-0.197, +2.003e-006
-0.196, +2.012e-006
-0.195, +2.032e-006
-0.194, +2.031e-006
-0.193, +2.039e-006
-0.192, +2.048e-006
-0.191, +2.058e-006
-0.190, +2.066e-006
-0.189, +2.079e-006
-0.188, +2.088e-006
-0.187, +2.093e-006
-0.186, +2.098e-006
-0.185, +2.109e-006
-0.184, +2.124e-006
-0.183, +2.141e-006
-0.182, +2.151e-006
-0.181, +2.157e-006
-0.180, +2.177e-006
-0.179, +2.205e-006
-0.178, +2.191e-006
-0.177, +2.193e-006
-0.176, +2.223e-006
-0.175, +2.233e-006
-0.174, +2.226e-006
-0.173, +2.240e-006
-0.172, +2.253e-006
-0.171, +2.258e-006
-0.170, +2.273e-006
-0.169, +2.287e-006
-0.168, +2.301e-006
-0.167, +2.304e-006
-0.166, +2.294e-006
-0.165, +2.318e-006
-0.164, +2.333e-006
-0.163, +2.343e-006
-0.162, +2.363e-006
-0.161, +2.353e-006
-0.160, +2.369e-006
-0.159, +2.372e-006
-0.158, +2.403e-006
-0.157, +2.409e-006
-0.156, +2.420e-006
-0.155, +2.426e-006
-0.154, +2.433e-006
-0.153, +2.459e-006
-0.152, +2.448e-006
-0.151, +2.452e-006
-0.150, +2.479e-006
-0.149, +2.487e-006
-0.148, +2.486e-006
-0.147, +2.488e-006
-0.146, +2.504e-006
-0.145, +2.509e-006
-0.144, +2.518e-006
-0.143, +2.525e-006
-0.142, +2.527e-006
-0.141, +2.540e-006
-0.140, +2.541e-006
-0.139, +2.547e-006
-0.138, +2.568e-006
-0.137, +2.572e-006
-0.136, +2.569e-006
-0.135, +2.580e-006
-0.134, +2.574e-006
-0.133, +2.590e-006
-0.132, +2.595e-006
-0.131, +2.605e-006
-0.130, +2.611e-006
-0.129, +2.603e-006
-0.128, +2.633e-006
-0.127, +2.642e-006
-0.126, +2.614e-006
-0.125, +2.628e-006
-0.124, +2.635e-006
-0.123, +2.634e-006
-0.122, +2.636e-006
-0.121, +2.639e-006
-0.120, +2.634e-006
-0.119, +2.650e-006
-0.118, +2.655e-006
-0.117, +2.656e-006
-0.116, +2.649e-006
-0.115, +2.636e-006
-0.114, +2.647e-006
-0.113, +2.657e-006
-0.112, +2.663e-006
-0.111, +2.660e-006
-0.110, +2.660e-006
-0.109, +2.649e-006
-0.108, +2.663e-006
-0.107, +2.656e-006
-0.106, +2.665e-006
-0.105, +2.662e-006
-0.104, +2.661e-006
-0.103, +2.662e-006
-0.102, +2.711e-006
-0.101, +2.673e-006
-0.100, +2.661e-006
-0.099, +2.657e-006
-0.098, +2.656e-006
-0.097, +2.657e-006
-0.096, +2.657e-006
-0.095, +2.653e-006
-0.094, +2.644e-006
-0.093, +2.641e-006
-0.092, +2.657e-006
-0.091, +2.647e-006
-0.090, +2.636e-006
-0.089, +2.625e-006
-0.088, +2.642e-006
-0.087, +2.642e-006
-0.086, +2.625e-006
-0.085, +2.627e-006
-0.084, +2.632e-006
-0.083, +2.617e-006
-0.082, +2.619e-006
-0.081, +2.618e-006
-0.080, +2.611e-006
-0.079, +2.624e-006
-0.078, +2.606e-006
-0.077, +2.618e-006
-0.076, +2.617e-006
-0.075, +2.598e-006
-0.074, +2.598e-006
-0.073, +2.602e-006
-0.072, +2.591e-006
-0.071, +2.594e-006
-0.070, +2.582e-006
-0.069, +2.577e-006
-0.068, +2.581e-006
-0.067, +2.577e-006
-0.066, +2.580e-006
-0.065, +2.572e-006
-0.064, +2.555e-006
-0.063, +2.556e-006
-0.062, +2.555e-006
-0.061, +2.556e-006
-0.060, +2.552e-006
-0.059, +2.550e-006
-0.058, +2.549e-006
-0.057, +2.530e-006
-0.056, +2.525e-006
-0.055, +2.536e-006
-0.054, +2.535e-006
-0.053, +2.535e-006
-0.052, +2.525e-006
-0.051, +2.532e-006
-0.050, +2.520e-006
-0.049, +2.513e-006
-0.048, +2.513e-006
-0.047, +2.505e-006
-0.046, +2.498e-006
-0.045, +2.500e-006
-0.044, +2.496e-006
-0.043, +2.480e-006
-0.042, +2.491e-006
-0.041, +2.486e-006
-0.040, +2.476e-006
-0.039, +2.482e-006
-0.038, +2.463e-006
-0.037, +2.475e-006
-0.036, +2.474e-006
-0.035, +2.464e-006
-0.034, +2.455e-006
-0.033, +2.460e-006
-0.032, +2.455e-006
-0.031, +2.446e-006
-0.030, +2.448e-006
-0.029, +2.447e-006
-0.028, +2.446e-006
-0.027, +2.434e-006
-0.026, +2.435e-006
-0.025, +2.450e-006
-0.024, +2.427e-006
-0.023, +2.425e-006
-0.022, +2.426e-006
-0.021, +2.429e-006
-0.020, +2.415e-006
-0.019, +2.407e-006
-0.018, +2.415e-006
-0.017, +2.408e-006
-0.016, +2.406e-006
-0.015, +2.410e-006
-0.014, +2.400e-006
-0.013, +2.388e-006
-0.012, +2.389e-006
-0.011, +2.386e-006
-0.010, +2.386e-006
-0.009, +2.382e-006
-0.008, +2.382e-006
-0.007, +2.384e-006
-0.006, +2.366e-006
-0.005, +2.372e-006
-0.004, +2.368e-006
-0.003, +2.365e-006
-0.002, +2.365e-006
-0.001, +2.356e-006
-0.000, +2.275e-006
0.001, +2.309e-006
0.002, +2.343e-006
0.003, +2.342e-006
0.004, +2.344e-006
0.005, +2.332e-006
0.006, +2.336e-006
0.007, +2.326e-006
0.008, +2.325e-006
0.009, +2.338e-006
0.010, +2.331e-006
0.011, +2.322e-006
0.012, +2.322e-006
0.013, +2.304e-006
0.014, +2.315e-006
0.015, +2.313e-006
0.016, +2.320e-006
0.017, +2.311e-006
0.018, +2.310e-006
0.019, +2.297e-006
0.020, +2.303e-006
0.021, +2.300e-006
0.022, +2.296e-006
0.023, +2.299e-006
0.024, +2.289e-006
0.025, +2.291e-006
0.026, +2.304e-006
0.027, +2.288e-006
0.028, +2.284e-006
0.029, +2.277e-006
0.030, +2.279e-006
0.031, +2.278e-006
0.032, +2.274e-006
0.033, +2.263e-006
0.034, +2.262e-006
0.035, +2.273e-006
0.036, +2.269e-006
0.037, +2.256e-006
0.038, +2.265e-006
0.039, +2.237e-006
0.040, +2.254e-006
0.041, +2.252e-006
0.042, +2.246e-006
0.043, +2.247e-006
0.044, +2.242e-006
0.045, +2.241e-006
0.046, +2.241e-006
0.047, +2.233e-006
0.048, +2.240e-006
0.049, +2.231e-006
0.050, +2.229e-006
0.051, +2.236e-006
0.052, +2.240e-006
0.053, +2.225e-006
0.054, +2.221e-006
0.055, +2.221e-006
0.056, +2.212e-006
0.057, +2.215e-006
0.058, +2.209e-006
0.059, +2.205e-006
0.060, +2.204e-006
0.061, +2.209e-006
0.062, +2.202e-006
0.063, +2.201e-006
0.064, +2.188e-006
0.065, +2.203e-006
0.066, +2.193e-006
0.067, +2.193e-006
0.068, +2.202e-006
0.069, +2.192e-006
0.070, +2.187e-006
0.071, +2.192e-006
0.072, +2.186e-006
0.073, +2.185e-006
0.074, +2.187e-006
0.075, +2.177e-006
0.076, +2.175e-006
0.077, +2.192e-006
0.078, +2.181e-006
0.079, +2.172e-006
0.080, +2.171e-006
0.081, +2.177e-006
0.082, +2.171e-006
0.083, +2.171e-006
0.084, +2.169e-006
0.085, +2.166e-006
0.086, +2.168e-006
0.087, +2.170e-006
0.088, +2.161e-006
0.089, +2.161e-006
0.090, +2.149e-006
0.091, +2.153e-006
0.092, +2.156e-006
0.093, +2.153e-006
0.094, +2.154e-006
0.095, +2.146e-006
0.096, +2.149e-006
0.097, +2.148e-006
0.098, +2.138e-006
0.099, +2.149e-006
0.100, +2.144e-006
0.101, +2.140e-006
0.102, +2.156e-006
0.103, +2.175e-006
0.104, +2.133e-006
0.105, +2.142e-006
0.106, +2.139e-006
0.107, +2.135e-006
0.108, +2.137e-006
0.109, +2.125e-006
0.110, +2.129e-006
0.111, +2.130e-006
0.112, +2.130e-006
0.113, +2.132e-006
0.114, +2.124e-006
0.115, +2.117e-006
0.116, +2.122e-006
0.117, +2.122e-006
0.118, +2.118e-006
0.119, +2.126e-006
0.120, +2.123e-006
0.121, +2.122e-006
0.122, +2.113e-006
0.123, +2.119e-006
0.124, +2.122e-006
0.125, +2.118e-006
0.126, +2.114e-006
0.127, +2.111e-006
0.128, +2.122e-006
0.129, +2.125e-006
0.130, +2.108e-006
0.131, +2.118e-006
0.132, +2.115e-006
0.133, +2.104e-006
0.134, +2.106e-006
0.135, +2.100e-006
0.136, +2.099e-006
0.137, +2.104e-006
0.138, +2.103e-006
0.139, +2.097e-006
0.140, +2.101e-006
0.141, +2.085e-006
0.142, +2.098e-006
0.143, +2.100e-006
0.144, +2.098e-006
0.145, +2.102e-006
0.146, +2.093e-006
0.147, +2.092e-006
0.148, +2.087e-006
0.149, +2.087e-006
0.150, +2.097e-006
0.151, +2.098e-006
0.152, +2.090e-006
0.153, +2.095e-006
0.154, +2.103e-006
0.155, +2.087e-006
0.156, +2.090e-006
0.157, +2.085e-006
0.158, +2.083e-006
0.159, +2.086e-006
0.160, +2.088e-006
0.161, +2.079e-006
0.162, +2.085e-006
0.163, +2.087e-006
0.164, +2.088e-006
0.165, +2.081e-006
0.166, +2.080e-006
0.167, +2.072e-006
0.168, +2.077e-006
0.169, +2.083e-006
0.170, +2.079e-006
0.171, +2.081e-006
0.172, +2.084e-006
0.173, +2.067e-006
0.174, +2.082e-006
0.175, +2.079e-006
0.176, +2.077e-006
0.177, +2.075e-006
0.178, +2.067e-006
0.179, +2.089e-006
0.180, +2.087e-006
0.181, +2.076e-006
0.182, +2.077e-006
0.183, +2.066e-006
0.184, +2.073e-006
0.185, +2.080e-006
0.186, +2.067e-006
0.187, +2.071e-006
0.188, +2.072e-006
0.189, +2.072e-006
0.190, +2.076e-006
0.191, +2.073e-006
0.192, +2.065e-006
0.193, +2.064e-006
0.194, +2.070e-006
0.195, +2.067e-006
0.196, +2.073e-006
0.197, +2.071e-006
0.198, +2.068e-006
0.199, +2.055e-006
0.200, +2.067e-006
0.201, +2.069e-006
0.202, +2.064e-006
0.203, +2.063e-006
0.204, +2.064e-006
0.205, +2.101e-006
0.206, +2.081e-006
0.207, +2.065e-006
0.208, +2.064e-006
0.209, +2.061e-006
0.210, +2.063e-006
0.211, +2.067e-006
0.212, +2.054e-006
0.213, +2.056e-006
0.214, +2.065e-006
0.215, +2.066e-006
0.216, +2.052e-006
0.217, +2.062e-006
0.218, +2.056e-006
0.219, +2.059e-006
0.220, +2.064e-006
0.221, +2.062e-006
0.222, +2.066e-006
0.223, +2.065e-006
0.224, +2.055e-006
0.225, +2.060e-006
0.226, +2.057e-006
0.227, +2.066e-006
0.228, +2.068e-006
0.229, +2.059e-006
0.230, +2.065e-006
0.231, +2.074e-006
0.232, +2.063e-006
0.233, +2.060e-006
0.234, +2.059e-006
0.235, +2.062e-006
0.236, +2.060e-006
0.237, +2.055e-006
0.238, +2.067e-006
0.239, +2.060e-006
0.240, +2.063e-006
0.241, +2.068e-006
0.242, +2.051e-006
0.243, +2.054e-006
0.244, +2.055e-006
0.245, +2.063e-006
0.246, +2.065e-006
0.247, +2.065e-006
0.248, +2.064e-006
0.249, +2.062e-006
0.250, +2.057e-006
0.251, +2.064e-006
0.252, +2.062e-006
0.253, +2.061e-006
0.254, +2.069e-006
0.255, +2.064e-006
0.256, +2.069e-006
0.257, +2.064e-006
0.258, +2.062e-006
0.259, +2.062e-006
0.260, +2.069e-006
0.261, +2.064e-006
0.262, +2.068e-006
0.263, +2.058e-006
0.264, +2.063e-006
0.265, +2.072e-006
0.266, +2.065e-006
0.267, +2.059e-006
0.268, +2.058e-006
0.269, +2.056e-006
0.270, +2.062e-006
0.271, +2.067e-006
0.272, +2.070e-006
0.273, +2.072e-006
0.274, +2.067e-006
0.275, +2.066e-006
0.276, +2.065e-006
0.277, +2.065e-006
0.278, +2.079e-006
0.279, +2.073e-006
0.280, +2.065e-006
0.281, +2.071e-006
0.282, +2.088e-006
0.283, +2.072e-006
0.284, +2.070e-006
0.285, +2.071e-006
0.286, +2.079e-006
0.287, +2.068e-006
0.288, +2.067e-006
0.289, +2.076e-006
0.290, +2.068e-006
0.291, +2.076e-006
0.292, +2.083e-006
0.293, +2.071e-006
0.294, +2.073e-006
0.295, +2.072e-006
0.296, +2.072e-006
0.297, +2.075e-006
0.298, +2.076e-006
0.299, +2.075e-006
0.300, +2.076e-006
0.301, +2.069e-006
0.302, +2.074e-006
0.303, +2.080e-006
0.304, +2.079e-006
0.305, +2.082e-006
0.306, +2.082e-006
0.307, +2.101e-006
0.308, +2.107e-006
0.309, +2.079e-006
0.310, +2.086e-006
0.311, +2.087e-006
0.312, +2.082e-006
0.313, +2.088e-006
0.314, +2.078e-006
0.315, +2.087e-006
0.316, +2.085e-006
0.317, +2.079e-006
0.318, +2.087e-006
0.319, +2.091e-006
0.320, +2.081e-006
0.321, +2.086e-006
0.322, +2.083e-006
0.323, +2.087e-006
0.324, +2.093e-006
0.325, +2.089e-006
0.326, +2.092e-006
0.327, +2.088e-006
0.328, +2.087e-006
0.329, +2.096e-006
0.330, +2.094e-006
0.331, +2.091e-006
0.332, +2.088e-006
0.333, +2.102e-006
0.334, +2.104e-006
0.335, +2.095e-006
0.336, +2.098e-006
0.337, +2.096e-006
0.338, +2.091e-006
0.339, +2.098e-006
0.340, +2.095e-006
0.341, +2.100e-006
0.342, +2.103e-006
0.343, +2.097e-006
0.344, +2.098e-006
0.345, +2.100e-006
0.346, +2.087e-006
0.347, +2.095e-006
0.348, +2.099e-006
0.349, +2.102e-006
0.350, +2.103e-006
0.351, +2.101e-006
0.352, +2.097e-006
0.353, +2.101e-006
0.354, +2.096e-006
0.355, +2.102e-006
0.356, +2.107e-006
0.357, +2.107e-006
0.358, +2.111e-006
0.359, +2.118e-006
0.360, +2.107e-006
0.361, +2.108e-006
0.362, +2.108e-006
0.363, +2.105e-006
0.364, +2.110e-006
0.365, +2.101e-006
0.366, +2.107e-006
0.367, +2.105e-006
0.368, +2.108e-006
0.369, +2.110e-006
0.370, +2.107e-006
0.371, +2.110e-006
0.372, +2.107e-006
0.373, +2.111e-006
0.374, +2.109e-006
0.375, +2.116e-006
0.376, +2.111e-006
0.377, +2.110e-006
0.378, +2.108e-006
0.379, +2.114e-006
0.380, +2.116e-006
0.381, +2.116e-006
0.382, +2.119e-006
0.383, +2.115e-006
0.384, +2.122e-006
0.385, +2.120e-006
0.386, +2.107e-006
0.387, +2.113e-006
0.388, +2.117e-006
0.389, +2.110e-006
0.390, +2.115e-006
0.391, +2.112e-006
0.392, +2.113e-006
0.393, +2.116e-006
0.394, +2.119e-006
0.395, +2.114e-006
0.396, +2.114e-006
0.397, +2.106e-006
0.398, +2.112e-006
0.399, +2.114e-006
0.400, +2.116e-006
0.401, +2.117e-006
0.402, +2.110e-006
0.403, +2.114e-006
0.404, +2.113e-006
0.405, +2.115e-006
0.406, +2.118e-006
0.407, +2.115e-006
0.408, +2.113e-006
0.409, +2.115e-006
0.410, +2.028e-006
0.411, +2.099e-006
0.412, +2.111e-006
0.413, +2.119e-006
0.414, +2.122e-006
0.415, +2.113e-006
0.416, +2.111e-006
0.417, +2.117e-006
0.418, +2.112e-006
0.419, +2.114e-006
0.420, +2.124e-006
0.421, +2.114e-006
0.422, +2.117e-006
0.423, +2.110e-006
0.424, +2.110e-006
0.425, +2.126e-006
0.426, +2.116e-006
0.427, +2.115e-006
0.428, +2.116e-006
0.429, +2.113e-006
0.430, +2.122e-006
0.431, +2.120e-006
0.432, +2.122e-006
0.433, +2.122e-006
0.434, +2.115e-006
0.435, +2.131e-006
0.436, +2.127e-006
0.437, +2.116e-006
0.438, +2.118e-006
0.439, +2.121e-006
0.440, +2.117e-006
0.441, +2.122e-006
0.442, +2.109e-006
0.443, +2.114e-006
0.444, +2.116e-006
0.445, +2.117e-006
0.446, +2.126e-006
0.447, +2.111e-006
0.448, +2.108e-006
0.449, +2.112e-006
0.450, +2.119e-006
0.451, +2.123e-006
0.452, +2.117e-006
0.453, +2.116e-006
0.454, +2.118e-006
0.455, +2.108e-006
0.456, +2.106e-006
0.457, +2.117e-006
0.458, +2.124e-006
0.459, +2.115e-006
0.460, +2.115e-006
0.461, +2.124e-006
0.462, +2.110e-006
0.463, +2.112e-006
0.464, +2.109e-006
0.465, +2.120e-006
0.466, +2.112e-006
0.467, +2.109e-006
0.468, +2.116e-006
0.469, +2.118e-006
0.470, +2.115e-006
0.471, +2.112e-006
0.472, +2.110e-006
0.473, +2.107e-006
0.474, +2.099e-006
0.475, +2.106e-006
0.476, +2.109e-006
0.477, +2.114e-006
0.478, +2.111e-006
0.479, +2.110e-006
0.480, +2.103e-006
0.481, +2.102e-006
0.482, +2.102e-006
0.483, +2.108e-006
0.484, +2.102e-006
0.485, +2.106e-006
0.486, +2.111e-006
0.487, +2.117e-006
0.488, +2.107e-006
0.489, +2.106e-006
0.490, +2.105e-006
0.491, +2.102e-006
0.492, +2.108e-006
0.493, +2.100e-006
0.494, +2.106e-006
0.495, +2.103e-006
0.496, +2.105e-006
0.497, +2.108e-006
0.498, +2.100e-006
0.499, +2.096e-006
0.500, +2.095e-006
0.501, +2.100e-006
0.502, +2.100e-006
0.503, +2.099e-006
0.504, +2.103e-006
0.505, +2.093e-006
0.506, +2.095e-006
0.507, +2.096e-006
0.508, +2.099e-006
0.509, +2.096e-006
0.510, +2.099e-006
0.511, +2.095e-006
0.512, +2.121e-006
0.513, +2.105e-006
0.514, +2.095e-006
0.515, +2.099e-006
0.516, +2.099e-006
0.517, +2.091e-006
0.518, +2.091e-006
0.519, +2.090e-006
0.520, +2.090e-006
0.521, +2.090e-006
0.522, +2.095e-006
0.523, +2.089e-006
0.524, +2.090e-006
0.525, +2.079e-006
0.526, +2.088e-006
0.527, +2.087e-006
0.528, +2.089e-006
0.529, +2.087e-006
0.530, +2.084e-006
0.531, +2.086e-006
0.532, +2.087e-006
0.533, +2.085e-006
0.534, +2.085e-006
0.535, +2.081e-006
0.536, +2.081e-006
0.537, +2.084e-006
0.538, +2.095e-006
0.539, +2.083e-006
0.540, +2.080e-006
0.541, +2.083e-006
0.542, +2.082e-006
0.543, +2.079e-006
0.544, +2.078e-006
0.545, +2.081e-006
0.546, +2.080e-006
0.547, +2.076e-006
0.548, +2.081e-006
0.549, +2.074e-006
0.550, +2.079e-006
0.551, +2.067e-006
0.552, +2.067e-006
0.553, +2.079e-006
0.554, +2.079e-006
0.555, +2.075e-006
0.556, +2.073e-006
0.557, +2.066e-006
0.558, +2.075e-006
0.559, +2.072e-006
0.560, +2.073e-006
0.561, +2.074e-006
0.562, +2.068e-006
0.563, +2.079e-006
0.564, +2.077e-006
0.565, +2.073e-006
0.566, +2.066e-006
0.567, +2.075e-006
0.568, +2.066e-006
0.569, +2.067e-006
0.570, +2.065e-006
0.571, +2.062e-006
0.572, +2.064e-006
0.573, +2.068e-006
0.574, +2.066e-006
0.575, +2.067e-006
0.576, +2.061e-006
0.577, +2.068e-006
0.578, +2.066e-006
0.579, +2.064e-006
0.580, +2.062e-006
0.581, +2.060e-006
0.582, +2.057e-006
0.583, +2.059e-006
0.584, +2.062e-006
0.585, +2.063e-006
0.586, +2.060e-006
0.587, +2.062e-006
0.588, +2.061e-006
0.589, +2.072e-006
0.590, +2.060e-006
0.591, +2.062e-006
0.592, +2.062e-006
0.593, +2.064e-006
0.594, +2.056e-006
0.595, +2.059e-006
0.596, +2.061e-006
0.597, +2.051e-006
0.598, +2.056e-006
0.599, +2.063e-006
0.600, +2.057e-006
0.601, +2.057e-006
0.602, +2.053e-006
0.603, +2.055e-006
0.604, +2.056e-006
0.605, +2.058e-006
0.606, +2.059e-006
0.607, +2.055e-006
0.608, +2.048e-006
0.609, +2.057e-006
0.610, +2.053e-006
0.611, +2.057e-006
0.612, +2.060e-006
0.613, +2.053e-006
0.614, +2.062e-006
0.615, +2.081e-006
0.616, +2.053e-006
0.617, +2.056e-006
0.618, +2.055e-006
0.619, +2.050e-006
0.620, +2.051e-006
0.621, +2.052e-006
0.622, +2.049e-006
0.623, +2.050e-006
0.624, +2.055e-006
0.625, +2.057e-006
0.626, +2.054e-006
0.627, +2.050e-006
0.628, +2.051e-006
0.629, +2.050e-006
0.630, +2.058e-006
0.631, +2.055e-006
0.632, +2.050e-006
0.633, +2.052e-006
0.634, +2.045e-006
0.635, +2.052e-006
0.636, +2.055e-006
0.637, +2.053e-006
0.638, +2.051e-006
0.639, +2.052e-006
0.640, +2.063e-006
0.641, +2.058e-006
0.642, +2.046e-006
0.643, +2.053e-006
0.644, +2.050e-006
0.645, +2.049e-006
0.646, +2.052e-006
0.647, +2.052e-006
0.648, +2.048e-006
0.649, +2.050e-006
0.650, +2.051e-006
0.651, +2.052e-006
0.652, +2.051e-006
0.653, +2.047e-006
0.654, +2.052e-006
0.655, +2.050e-006
0.656, +2.054e-006
0.657, +2.058e-006
0.658, +2.048e-006
0.659, +2.055e-006
0.660, +2.054e-006
0.661, +2.049e-006
0.662, +2.057e-006
0.663, +2.057e-006
0.664, +2.054e-006
0.665, +2.060e-006
0.666, +2.064e-006
0.667, +2.057e-006
0.668, +2.059e-006
0.669, +2.056e-006
0.670, +2.057e-006
0.671, +2.057e-006
0.672, +2.055e-006
